C3mCall,r,date,time,address,X,Y
9191,Code3Med,2011-04-30,21:06:54,3600NWSAMARITAN                                        DRCORVALLIS      ,7519114.707,327817.6959
9192,Code3Med,2011-04-30,21:55:51,34400COLORADO LAKE                                    DRCorvallis,7512412.435,302484.159
9193,Code3Med,2011-04-30,21:59:01,500SEALEXANDER                                        AVECORVALLIS      ,7487714.492,313398.0993
9194,Code3Med,2011-04-30,22:04:48,4000NWWALNUT                                           CTCORVALLIS      ,7495970.917,317582.1228
9195,Code3Med,2011-04-30,22:10:50,300NW35TH                                             STCORVALLIS      ,7473437.816,317995.6989
9196,Code3Med,2011-04-30,22:16:49,700NW5TH                                              STCORVALLIS      ,7493659.977,330162.3536
9197,Code3Med,2011-04-30,22:18:27,2700SWWAKE ROBIN                                       PLCORVALLIS      ,7509633.67,296225.6044
9198,Code3Med,2011-04-30,22:59:49,600NWLINDEN                                           AVECORVALLIS      ,7484873.459,345776.4399
9199,Code3Med,2011-04-30,23:02:10,400SWWEATHERFORD                                      PLOSU            ,7480299.758,331778.8671
9200,Code3Med,2011-04-30,23:07:01,600SEHATHAWAY                                         PLCORVALLIS      ,7491695.934,343894.822
9201,Code3Med,2011-04-30,23:25:29,600N 20thPLPhilomath,7488754.189,373611.827
9202,Code3Med,2011-04-30,23:47:19,400NWELKS                                             DRCORVALLIS      ,7491850.451,330411.0229
9203,Code3Med,2011-04-30,23:49:58,4200NWWitham HillDRCorvallis,7511451.27,370473.721
9204,Code3Med,2011-04-30,23:56:40,2000NWSUNVIEW                                          DRCORVALLIS      ,7508523.147,299913.184
9205,Code3Med,2011-05-01,00:01:00,2700NWFIREWEED                                         PLCORVALLIS      ,7483376.452,329788.1147
9206,Code3Med,2011-05-01,00:21:22,700NW2ND                                              STCORVALLIS      ,7492437.198,337408.802
9207,Code3Med,2011-05-01,00:28:38,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7477454.095,371401.3369
9208,Code3Med,2011-05-01,00:46:47,1200NWGARFIELD                                         AVECORVALLIS      ,7478587.079,324344.8676
9209,Code3Med,2011-05-01,00:54:59,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7494258.286,334745.3633
9210,Code3Med,2011-05-01,01:25:05,200NW4TH                                              STCORVALLIS      ,7498468.17,317898.9694
9211,Code3Med,2011-05-01,01:30:12,3200SEMIDVALE                                          DRCORVALLIS      ,7462318.578,344624.7161
9212,Code3Med,2011-05-01,01:55:18,0NECONIFER                                          BLVDCORVALLIS      ,7496840.688,355260.4087
9213,Code3Med,2011-05-01,01:55:26,0NWHwy 99HWYCorvallis,7469175.737,325671.8591
9214,Code3Med,2011-05-01,02:41:30,25100KYLE                                             RDMonroe,7484780.352,369131.9608
9215,MVA,2011-05-01,03:28:08,1500NWJACKSON                                          AVECORVALLIS      ,7521966.93,349092.9248
9216,Code3Med,2011-05-01,03:51:00,400NWELKS                                             DRCORVALLIS      ,7488898.167,336872.4919
9217,Code3Med,2011-05-01,03:58:28,96600ADAMS                                            LNMonroe,7497235.91,357738.2875
9218,Code3Med,2011-05-01,04:41:16,700NW36TH                                             STCORVALLIS      ,7506117.382,361097.4546
9219,Code3Med,2011-05-01,04:44:47,1700NWDIVISION                                         STCORVALLIS      ,7479455.414,335535.602
9220,Code3Med,2011-05-01,04:57:22,100Neabeack HillDRPhilomath,7487814.723,358837.6045
9221,Code3Med,2011-05-01,04:58:09,3000NWTAYLOR                                           AVECORVALLIS      ,7517569.502,374429.3259
9222,Code3Med,2011-05-01,05:14:28,1600SW3RD                                              STCORVALLIS      ,7502664.279,361617.7353
9223,Code3Med,2011-05-01,05:42:06,30900BELLFOUNTAIN                                     RDPhilomath,7473759.547,326690.1394
9224,Code3Med,2011-05-01,06:26:55,600NWMONROE                                           AVECORVALLIS      ,7480272.187,321784.4329
9225,Code3Med,2011-05-01,06:39:10,5900SWBALSAM                                           DRCORVALLIS      ,7489386.718,303286.5416
9226,Code3Med,2011-05-01,06:49:25,3900NEHIGHWAY 20                                       HWYCorvallis,7501638.191,353927.3177
9227,Code3Med,2011-05-01,07:28:26,0SE3RD                                              STCORVALLIS      ,7494560.741,337658.0278
9228,Code3Med,2011-05-01,07:34:00,400SW26TH                                             STOSU            ,7499842.534,365737.966
9229,Code3Med,2011-05-01,07:34:12,1400NW29thSTCorvallis,7499106.766,367136.5396
9230,Code3Med,2011-05-01,08:17:10,5200SWPhilomathBLVDCorvallis,7478787.915,330781.5926
9231,Code3Med,2011-05-01,08:29:51,1600NWWOODLAND                                         DRCORVALLIS      ,7488474.165,378080.8225
9232,Code3Med,2011-05-01,08:37:46,1500NWKingsBLVDCorvallis,7500101.918,357612.3959
9233,Code3Med,2011-05-01,09:01:12,29800Hwy 34HWYAlbany,7512456.551,330855.0574
9234,Code3Med,2011-05-01,09:11:09,300NW25thSTCorvallis,7496275.352,301158.8938
9235,Code3Med,2011-05-01,09:35:24,1500NWDIVISION                                         STCORVALLIS      ,7495636.013,341667.0295
9236,Code3Med,2011-05-01,10:32:55,1000NWSPRUCE                                           AVECORVALLIS      ,7492313.736,338243.1356
9237,Code3Med,2011-05-01,12:38:46,33100White OakDRCorvallis,7494494.924,363690.9983
9238,Code3Med,2011-05-01,12:44:52,200NECONIFER                                          BLVDCORVALLIS      ,7492519.961,342249.5403
9239,Code3Med,2011-05-01,13:16:44,6100SWCOUNTRY CLUB                                     DRCorvallis,7496403.068,363249.2672
9240,Code3Med,2011-05-01,13:29:02,300NW35TH                                             STCORVALLIS      ,7511566.75,366877.9698
9241,Code3Med,2011-05-01,13:29:50,200NECONIFER                                          BLVDCORVALLIS      ,7519782.235,300409.0275
9242,Code3Med,2011-05-01,13:34:39,2100APPLEGATE                                        STPHILOMATH      ,7542561.688,337297.4321
9243,Code3Med,2011-05-01,13:36:10,400NWHEMLOCK                                          AVECORVALLIS      ,7494569.233,343903.0491
9244,Code3Med,2011-05-01,14:02:37,0HIGHWAY 34                                       HWYPhilomath,7496584.004,332730.4519
9245,Code3Med,2011-05-01,14:23:32,300NECONIFER                                          BLVDCORVALLIS      ,7492814.085,371515.1827
9246,Code3Med,2011-05-01,15:19:14,100SW53RD                                             STCorvallis,7494555.663,369872.2464
9247,Code3Med,2011-05-01,15:27:40,4200SW3RD                                              STCORVALLIS      ,7510318.247,330806.4241
9248,Code3Med,2011-05-01,15:33:19,900NEGRANGER                                          AVECorvallis,7505676.294,336573.9422
9249,Code3Med,2011-05-01,16:06:51,900NEGRANGER                                          AVECorvallis,7497358.506,342056.9978
9250,Code3Med,2011-05-01,16:34:12,100NW3RD                                              STCORVALLIS      ,7474175.019,377508.4152
9251,Code3Med,2011-05-01,17:52:00,34400WOLCOTT                                          STCorvallis,7475130.656,339664.1195
9252,Code3Med,2011-05-01,18:13:36,1600NWHILLCREST                                        DRCORVALLIS      ,7501688.654,316196.055
9253,Code3Med,2011-05-01,18:14:03,800MAIN                                             STMONROE         ,7485660.831,351699.6169
9254,Code3Med,2011-05-01,18:20:54,2800SWCAMPUS                                           WAYOSU            ,7509854.735,339246.5932
9255,Code3Med,2011-05-01,18:47:16,3700NWSAMARITAN                                        DRCORVALLIS      ,7501110.714,369960.0452
9256,Code3Med,2011-05-01,18:55:09,600SWMadisonAVECorvallis,7481717.463,315033.9428
9257,Code3Med,2011-05-01,19:55:01,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7480446.943,357969.6913
9258,Code3Med,2011-05-01,20:39:22,2700NWHIGHLAND                                         DRCORVALLIS      ,7512384.565,331784.4606
9259,Code3Med,2011-05-01,20:39:49,400SW8thSTCorvallis,7482149.677,352299.8586
9260,Code3Med,2011-05-01,21:29:11,3600SEMIDVALE                                          DRCORVALLIS      ,7499302.773,343280.4426
9261,Code3Med,2011-05-01,21:33:00,3600NWSAMARITAN                                        DRCORVALLIS      ,7519485.301,306452.053
9262,Code3Med,2011-05-01,22:24:44,26800BellfountainRDBellfount,7499676.472,384306.3002
9263,Code3Med,2011-05-01,23:43:37,600SELILLY                                            AVECORVALLIS      ,7493690.8,337180.86
9264,Code3Med,2011-05-01,23:59:03,31500FERN                                             RDPhilomath,7484572.755,331640.1436
9265,Code3Med,2011-05-02,00:35:55,2300NWVAN BUREN                                        AVECORVALLIS      ,7477274.025,330629.6171
9266,Code3Med,2011-05-02,00:42:51,3100NWAUTUMN                                           STCORVALLIS      ,7507685.409,328991.1948
9267,Code3Med,2011-05-02,01:51:56,900NWREIMAN                                           AVECORVALLIS      ,7508629.209,367567.1782
9268,Code3Med,2011-05-02,02:07:33,3600NWSAMARITAN                                        DRCORVALLIS      ,7496796.848,364963.659
9269,Code3Med,2011-05-02,02:39:30,200NECEDAR                                            STADAIR          ,7453639.374,333679.3633
9270,Code3Med,2011-05-02,03:14:50,1900NWDIVISION                                         STCORVALLIS      ,7486747.345,321899.5876
9271,Code3Med,2011-05-02,03:19:33,300NW23rdSTCorvallis,7486319.94,353014.063
9272,Code3Med,2011-05-02,03:24:31,400S 27TH                                             STPHILOMATH      ,7490008.296,337531.8903
9273,Code3Med,2011-05-02,03:33:28,4700SWHollyhockCIRCorvallis,7503240.754,359528.9771
9274,Code3Med,2011-05-02,04:34:50,4200NELaurelDRAdair Village,7493953.056,318594.2314
9275,Code3Med,2011-05-02,05:16:59,0NWHARRISON                                         STCORVALLIS      ,7500720.364,392451.1865
9276,Code3Med,2011-05-02,06:29:57,0SW15thSTCorvallis,7475234.499,364486.0891
9277,Code3Med,2011-05-02,06:39:58,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7492673.777,321095.6982
9278,Code3Med,2011-05-02,06:46:26,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7503682.136,347378.8596
9279,Code3Med,2011-05-02,06:49:33,600SWMADISON                                          AVECORVALLIS      ,7466077.13,375975.2512
9280,Code3Med,2011-05-02,07:33:01,700SW10TH                                             STCORVALLIS      ,7496219.389,341270.3074
9281,Code3Med,2011-05-02,07:53:24,2700NWHIGHLAND                                         DRCORVALLIS      ,7498554.003,315807.3919
9282,Code3Med,2011-05-02,08:32:17,2700NEWTON                                           STPHILOMATH      ,7498859.102,347011.2572
9283,Code3Med,2011-05-02,08:51:02,800NECIRCLE                                           BLVDCORVALLIS      ,7483128.223,362186.087
9284,Code3Med,2011-05-02,08:54:02,300SEPARK                                             AVECORVALLIS      ,7477021.088,329574.3
9285,Code3Med,2011-05-02,09:00:21,6800NWCONCORD                                          DRCorvallis,7507896.85,323052.4283
9286,Code3Med,2011-05-02,09:07:36,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7489469.86,312221.865
9287,Code3Med,2011-05-02,09:38:11,600MAIN                                             STMONROE         ,7493857.947,341379.9387
9288,Code3Med,2011-05-02,09:50:00,1000NWSPRUCE                                           AVECORVALLIS      ,7476621.012,365116.5493
9289,MVA,2011-05-02,10:01:01,800NW23rdSTCorvallis,7516717.333,372135.8718
9290,Code3Med,2011-05-02,10:04:56,0SW2ND                                              AVECORVALLIS      ,7502957.462,299251.9083
9291,Code3Med,2011-05-02,10:13:59,100SWMemorialPLCorvallis,7506574.642,347500.8778
9292,Code3Med,2011-05-02,10:15:16,0NW9TH                                              AVECORVALLIS      ,7516033.887,314726.9664
9293,Code3Med,2011-05-02,11:16:01,200N 13TH                                             STPHILOMATH      ,7472901.951,349086.9781
9294,Code3Med,2011-05-02,11:16:10,3600NWSamaritanDRCorvallis,7500261.286,327614.0304
9295,MVA,2011-05-02,11:21:25,2100NWTaylorAVECorvallis,7497916.618,310001.2704
9296,Code3Med,2011-05-02,11:45:31,4700SWHollyhockCIRCorvallis,7468401.473,341256.0853
9297,Code3Med,2011-05-02,13:06:56,600NW28thSTCorvallis,7468266.751,321171.4373
9298,MVA,2011-05-02,13:33:40,900SECENTERPOINTE                                     DRCORVALLIS      ,7512987.904,355323.5881
9299,Code3Med,2011-05-02,13:35:00,2500NWGARRYANNA                                        DRCORVALLIS      ,7477698.661,320660.0054
9300,Code3Med,2011-05-02,13:55:48,400SWWeatherfordPLOSU,7485088.444,327697.2145
9301,Code3Med,2011-05-02,14:44:52,400NWELKS                                             DRCORVALLIS      ,7514719.657,331347.394
9302,Code3Med,2011-05-02,14:53:33,400NWELKS                                             DRCORVALLIS      ,7482870.509,372629.1732
9303,Code3Med,2011-05-02,15:05:12,2100NWELMWOOD                                          DRCORVALLIS      ,7481876.105,345687.6968
9304,Code3Med,2011-05-02,15:54:53,4700SWHollyhockCIRCorvallis,7466310.705,332421.3102
9305,Code3Med,2011-05-02,16:00:56,5200SWPhilomathBLVDCorvallis,7512590.938,336944.054
9306,MVA,2011-05-02,16:21:11,0S MAIN                                             STPHILOMATH      ,7521014.961,352131.8561
9307,Code3Med,2011-05-02,16:22:37,500SW3RD                                              STCORVALLIS      ,7483498.367,339604.9793
9308,Code3Med,2011-05-02,16:40:17,3700NWSAMARITAN                                        DRCORVALLIS      ,7501692.622,316990.9052
9309,Code3Med,2011-05-02,17:36:11,300SWJeffersonAVECorvallis,7492036.397,362402.5213
9310,Code3Med,2011-05-02,17:44:00,200SW5thSTCorvallis,7480144.391,334989.989
9311,Code3Med,2011-05-02,17:57:21,0HIGHWAY 34                                       HWYCorvallis,7502955.269,345250.908
9312,Code3Med,2011-05-02,18:04:29,5600SWWEST HILLS                                       RDCORVALLIS      ,7473106.899,368204.7922
9313,Code3Med,2011-05-02,18:10:29,1000NWHAYES                                            AVECORVALLIS      ,7483664.18,367222.3015
9314,Code3Med,2011-05-02,18:32:57,1800NWKINGS                                            BLVDCORVALLIS      ,7503983.767,294900.0312
9315,Code3Med,2011-05-02,18:53:05,1500SWBirdieDRCorvallis,7504008.977,297670.7759
9316,Code3Med,2011-05-02,18:57:56,700N 11TH                                             STPHILOMATH      ,7493143.451,351409.3361
